"OBJECTID","Eradication ID","Common Name","Scientific Name","Type (Animal)","Year of Introduction","Data Quality","Eradication Start Date","Eradication End Date","Status (Eradication)","Type (Eradication)","Primary Eradication Method","Secondary Eradication Method","Tertiary Eradication Method","Primary Baiting Method","Secondary Baiting Method","Primary Toxicant","Secondary Toxicant","Contact Name","Contact Organization","Organization_Website","Island Code","Island Name","Region","Country","Archipelago","Latitude","Longitude","Area (sq km)","Human Population"
"1344","2179","Black Rat","Rattus rattus","Rodent","null","Good","2007","2007","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Rocamora; Gérard","Island Conservation Society","http://www.islandconservationseychelles.com/","110000700","Petit Polyte","Indian Ocean - West","Seychelles","Cosmoledo Atoll","-9.72948628932","47.6569624058","0.0176668351325","None"
"1345","2181","Black Rat","Rattus rattus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","240595","Zembretta","Mediterranean","Tunisia","Zembra Archipelago","37.1063892737","10.87463778","0.0660197381836","None"
"1346","2183","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2009","2009","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","464039","Motuarohia","Pacific Ocean - South West","New Zealand","Bay of Islands","-35.2330269962","174.1657474","0.822825653384","Unknown"
"1347","2184","Black Rat","Rattus rattus","Rodent","null","Good","2010","2010","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Rocamora; Gérard","Island Conservation Society","http://www.islandconservationseychelles.com/","19660","Grande Soeur","Indian Ocean - West","Seychelles","Seychelles","-4.28890502555","55.86934716","0.730482922789","Unknown"
"1348","2185","Black Rat","Rattus rattus","Rodent","null","Good","2010","2010","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Rocamora; Gérard","Island Conservation Society","http://www.islandconservationseychelles.com/","19676","Petite Soeur","Indian Ocean - West","Seychelles","Seychelles","-4.28774171267","55.85548118","0.34309808031","None"
"1349","2186","Black Rat","Rattus rattus","Rodent","null","Good","2011","2011","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Samaniego; Araceli","Grupo de Ecologia y Conservacion de Islas","www.islas.org.mx","398417","Pérez","Caribbean","Mexico","Gulf of Mexico (Arrecife Alacranes)","22.3837910741","-89.68356538","0.208123339383","1 - 10"
"1350","2187","Black Rat","Rattus rattus","Rodent","null","Good","2011","2011","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","Other","Brodifacoum","NA","Island Conservation","Island Conservation","www.islandconservation.org","359163","Toreauta (Tahanea Atoll)","Pacific Ocean - South East","French Polynesia","Tuamotu Archipelago","-16.9774287634","-144.701754486","0.0720312640413","None"
"1351","2188","Black Rat","Rattus rattus","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","Bait Station","Brodifacoum","NA","Samaniego; Araceli","Grupo de Ecologia y Conservacion de Islas","www.islas.org.mx","398579","Cayo Norte Mayor","Caribbean","Mexico","Banco Chinchorro","18.7483640124","-87.301382145","0.246653752109","1 - 10"
"1352","2189","Black Rat","Rattus rattus","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","Bait Station","Brodifacoum","NA","Samaniego; Araceli","Grupo de Ecologia y Conservacion de Islas","www.islas.org.mx","110000104","Cayo Norte Menor","Caribbean","Mexico","Banco Chinchorro","18.7395647168","-87.3050048005","0.134619509153","None"
"1353","2190","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Satisfactory","2003","2003","Successful","Whole Island","Toxicant","NA","NA","Unknown","NA","Brodifacoum","NA","Climo; G.","Island Owner","null","19654","D'Arros","Indian Ocean - West","Seychelles","Amirantes Islands","-5.4159000142","53.29853999","1.63776500547","11 - 100"
"1354","2191","Black Rat","Rattus rattus","Rodent","null","Good","null","2012","Successful","Whole Island","Trapping","Toxicant","NA","Bait Station","NA","Difenacoum","Bromadiolone","null","null","null","246048","Tiboulen de Maire","Mediterranean","France","Marseille Islands (Riou Archipelago)","43.2140597725","5.32678818","0.0240252199727","None"
"1355","2192","House Mouse","Mus musculus","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","Island Conservation","Island Conservation","www.islandconservation.org","403236","Allen Cay","Caribbean","Bahamas","Bahamas (Exuma Islands)","24.7501235286","-76.83955188","0.0778964273801","None"
"1356","2193","Asian House Rat","Rattus tanezumi","Rodent","null","Good","2011","2012","Failed","Whole Island","Toxicant","NA","NA","Hand Broadcast","Bait Station","Brodifacoum","NA","Cranwell; Steve","Birdlife Pacific","null","350251","Kayangel","Pacific Ocean - North West","Palau","Kayangel Atoll","8.08318920812","134.71777083","1.26162656659","101 - 1000"
"1357","2194","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","null","1994","Trial or Research only","Whole Island","Toxicant","NA","NA","Bait Station","NA","Warfarin","NA","Parks Canada","Parks Canada","null","181382","Lucy","Pacific Ocean - North East","Canada","British Columbia (Haida Gwaii)","54.1826567154","-132.98457637","0.372029511856","None"
"1358","2195","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1990","Failed","Whole Island","Toxicant","Trapping","NA","Bait Station","NA","Warfarin","NA","Howald; Gregg","Island Conservation","www.islandconservation.org","38057","Anacapa East","Pacific Ocean - North East","United States","Channel Islands","34.0146928635","-119.36745686","0.45186648618","1 - 10"
"1359","2196","Black Rat","Rattus rattus","Rodent","null","Good","2009","2009","Successful","Incursion Response","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","null","null","null","19363","Ile aux Aigrettes","Indian Ocean - West","Mauritius","Mauritius Islands","-20.4194815927","57.73363991","0.262033171466","1 - 10"
"1360","2197","Polynesian Rat","Rattus exulans","Rodent","null","Good","2011","2011","Failed","Whole Island","Toxicant","NA","NA","Bait Station","Hand Broadcast","Brodifacoum","NA","null","null","null","457957","Adele","Indian Ocean - East","Australia","Western Australia (Kimberly coast)","-15.5238445442","123.157473425","3.53386688454","None"
"1362","2201","Polynesian Rat","Rattus exulans","Rodent","null","Satisfactory","2013","2013","Failed","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","457957","Adele","Indian Ocean - East","Australia","Western Australia (Kimberly coast)","-15.5238445442","123.157473425","3.53386688454","None"
"1364","2204","House Mouse","Mus musculus","Rodent","null","Good","2011","2011","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","McMinn M.","null","null","235938","Dragonera","Mediterranean","Spain","Balearic Islands (Mallorca Group)","39.5843818022","2.319859","2.73222143354","None"
"1366","2206","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2010","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Sposimo; Paolo","null","null","240091","Cavalli","Mediterranean","Italy","Sardinian Islands","40.8854560129","9.64029431","0.0259087355364","None"
"1367","2208","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2009","2010","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Sposimo; Paolo","null","null","240087","Proratora","Mediterranean","Italy","Sardinian Islands","40.8464801008","9.72312378194","0.0436648382856","None"
"1368","2210","Black Rat","Rattus rattus","Rodent","null","Good","2009","2010","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Sposimo; Paolo","null","null","240072","Piana","Mediterranean","Italy","Sardinian Islands","40.8881108953","9.65101208","0.140216565237","None"
"1369","2213","Black Rat","Rattus rattus","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Island Conservation","Island Conservation","www.islandconservation.org","356524","Pinzón","Pacific Ocean - North East","Ecuador","Galapagos Islands","-0.610869147371","-90.665893993","17.8286697825","None"
"1370","2214","House Mouse","Mus musculus","Rodent","null","Good","2012","2012","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Island Conservation","Island Conservation","www.islandconservation.org","362268","Plaza Sur","Pacific Ocean - North East","Ecuador","Galapagos Islands","-0.583451757622","-90.1635433151","0.132735594524","None"
"1371","2215","Black Rat","Rattus rattus","Rodent","2012","Good","2013","2013","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","20264","Penguin","Indian Ocean - East","Australia","Western Australia","-32.3054813244","115.6907838","0.119366442654","None"
"1372","2216","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2013","2014","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Bromadiolone","NA","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","242222","Saint Agnes","Atlantic Ocean - North","United Kingdom","Isles of Scilly","49.8910742161","-6.34430217","1.33108033104","11 - 100"
"1373","2217","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2013","2014","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Bromadiolone","NA","Bell; Biz","National Trust; RSPB; English Nature; Wildlife Management International Limited","null","242261","Gugh","Atlantic Ocean - North","United Kingdom","Isles of Scilly","49.8937383451","-6.33195332","0.424589427344","1 - 10"
"1374","2218","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","2003","2004","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Hand Broadcast","NA","Brodifacoum","NA","null","null","null","463831","Moturoa","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.209889968","174.089842134","1.86539698424","None"
"1376","2246","Polynesian Rat","Rattus exulans","Rodent","null","Good","2008","2008","Failed","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Griffiths; Richard","Island Conservation","null","26759","Kaikoura","Pacific Ocean - South West","New Zealand","Great Barrier Islands","-36.1763771815","175.32528913","5.2983166467","None"
"1378","2248","Black Rat","Rattus rattus","Rodent","null","Satisfactory","null","1980","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Unknown","NA","null","null","null","420068","Cayo Diablo","Caribbean","Puerto Rico","Greater Antilles (Puerto Rican Islands)","18.3625215283","-65.53024825","0.0730223660482","None"
"1379","2250","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2010","2010","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Ventosa; Eddie","Puerto Rico Department of Natural and Environmental Resources","null","420075","Cardona","Caribbean","Puerto Rico","Greater Antilles (Puerto Rican Islands; Ponce Islands)","17.9569481203","-66.6351658181","0.0306209748326","None"
"1380","2251","Black Rat","Rattus rattus","Rodent","null","Satisfactory","2008","2009","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Ventosa; Eddie","Puerto Rico Department of Natural and Environmental Resources","null","420318","Cayo Don Luis","Caribbean","Puerto Rico","Greater Antilles (Puerto Rican Islands; Parguera Islands)","17.9491823762","-66.9889813586","0.62589047644","None"
"1381","2254","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2003","2003","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Diphacinone","NA","Pierce; Judy","USVI Ministry of Environment","null","420520","Saba","Caribbean","Virgin Islands U.S.","Lesser Antilles (US Virgin Islands (St. Thomas Islands))","18.3052302268","-65.00004629","0.125511219796","None"
"1382","2255","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Good","2004","2004","Successful","Whole Island","Toxicant","NA","NA","Bait Station","NA","Diphacinone","NA","Pierce; Judy","USVI Ministry of Environment","null","420512","Dutchcap Cay","Caribbean","Virgin Islands U.S.","Lesser Antilles (US Virgin Islands)","18.3800094837","-65.0617609094","0.142779574456","None"
"1385","2259","House Mouse","Mus musculus","Rodent","null","Good","2010","2010","Successful","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","Broome; Keith","NZ Dept. of Conservation","null","26861","Indian","Pacific Ocean - South West","New Zealand","Dusky Sound","-45.7785339544","166.58749893","1.73646455979","None"
"1386","2260","Black Rat","Rattus rattus","Rodent","null","Good","2010","2012","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Aerial Broadcast","NA","Brodifacoum","NA","null","null","null","26861","Indian","Pacific Ocean - South West","New Zealand","Dusky Sound","-45.7785339544","166.58749893","1.73646455979","None"
"1387","2261","Black Rat","Rattus rattus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Broome; Keith","NZ Dept. of Conservation","null","463836","East Atoll","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.2020192065","174.080465763","0.00748677910252","None"
"1388","2264","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","88888089","Outer Little Rat","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.2001115211","174.095764588","0.00756175789219","None"
"1389","2265","Black Rat","Rattus rattus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","88888089","Outer Little Rat","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.2001115211","174.095764588","0.00756175789219","None"
"1390","2266","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","88888088","West Tern Rock","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.1993185255","174.10671853","0.0046604824596","None"
"1391","2267","Black Rat","Rattus rattus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","88888088","West Tern Rock","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.1993185255","174.10671853","0.0046604824596","None"
"1392","2268","Brown / Norway Rat","Rattus norvegicus","Rodent","null","Poor","1992","1992","Successful (Reinvaded)","Whole Island","Toxicant","NA","NA","Bait Station","NA","Brodifacoum","NA","Unknown","Unknown","Unknown","88888102","Tern Rock","Pacific Ocean - South West","New Zealand","Bay of Islands (Black Rocks)","-35.1991251175","174.10914021","0.0117692612459","None"
